Rank,Name,Year,Genre,Publisher
8002,Syndicate,2012,Shooter,Electronic Arts
8003,Dance Dance Revolution: Disney Grooves,2009,Simulation,Konami Digital Entertainment
8005,Harvest Moon: A Wonderful Life Special Edition,2004,Simulation,505 Games
8006,Sports Illustrated for Kids: Football,2003,Sports,BAM! Entertainment
8008,Happy Cooking,2006,Simulation,Ubisoft
8009,.hack//Quarantine Part 4: The Final Chapter,2003,Role-Playing,Atari
8010,Close Combat: First to Fight,2005,Shooter,Take-Two Interactive
8011,MotoGP 14,2014,Racing,Milestone S.r.l.
8012,Indiana Jones and the Emperor's Tomb,2003,Action,LucasArts
8014,Buffy the Vampire Slayer: Chaos Bleeds,2003,Action,Vivendi Games
8015,Half-Minute Hero,2009,Role-Playing,Rising Star Games
8017,Reel Fishing II,2000,Sports,Victor Interactive
8018,Ringling Bros. and Barnum & Bailey Circus,2009,Action,Take-Two Interactive
8022,Driving Emotion Type-S,2000,Racing,Electronic Arts
8023,Siren,2003,Adventure,Sony Computer Entertainment
8026,Naruto Shippuden: Dragon Blade Chronicles,2009,Action,505 Games
8027,Dynasty Warriors 8: Empires,2014,Action,Tecmo Koei
8028,Super Robot Taisen J,2005,Strategy,Banpresto
8030,Nep League DS,2007,Sports,Jaleco
8031,Ar tonelico 2: Melody of Metafalica,2007,Role-Playing,Nippon Ichi Software
8033,Lips: Party Classics,2010,Misc,Microsoft Game Studios
8034,Casper: Friends Around the World,2000,Action,TDK Core
8036,Jurassic Park III: Island Attack,2001,Adventure,Konami Digital Entertainment
8039,GameBoy Wars,1991,Strategy,Nintendo
8040,Amplitude,2003,Misc,Sony Computer Entertainment
8042,Company of Heroes: Anthology,2009,Strategy,THQ
8043,Shape Up,2014,Misc,Ubisoft
8045,AirForce Delta Storm,2001,Shooter,Konami Digital Entertainment
8046,Trauma Team,N/A,Simulation,Unknown
8048,Fear Effect 2: Retro Helix,2001,Action,Eidos Interactive
8051,International Superstar Soccer 2000 (JP weekly sales),1999,Sports,Konami Digital Entertainment
8052,Chocobo no Fushigi Dungeon for WonderSwan,1999,Role-Playing,Namco Bandai Games
8053,Klonoa: Door to Phantomile,1997,Platform,Sony Computer Entertainment
8054,Vietcong: Purple Haze,2004,Shooter,Gathering of Developers
8056,Atari Anniversary Advance,2002,Misc,Atari
8057,Summer Athletics: The Ultimate Challenge,2008,Sports,DTP Entertainment
8059,Metal Gear Ac!d 2,2005,Strategy,Konami Digital Entertainment
8060,Hatsune Miku and Future Stars: Project Mirai,2012,Misc,Sega
8061,Let's TAP,2008,Misc,Sega
8063,TalkMan (Japan),2005,Misc,Sony Computer Entertainment
8064,Cabela's Adventure Camp,2011,Misc,Activision
8066,Bloody Roar: Primal Fury,2002,Fighting,Activision
8068,We Sing UK Hits,2011,Misc,Nordic Games
8069,Mega Man Soccer,1993,Sports,Capcom
8071,ZhuZhu Puppies,2011,Simulation,Activision
8072,Rabbids Party Collection,2010,Misc,Ubisoft
8073,Trinity Universe,2009,Role-Playing,Nippon Ichi Software
8074,Jewel Match,2010,Puzzle,PlayV
8076,Dungeon Travelers 2: The Royal Library & The Monster Seal,2014,Role-Playing,Atlus
8078,Vampire Savior: The Lord of Vampire,1998,Fighting,Capcom
8079,Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,2004,Misc,Nintendo
8080,Super Robot Taisen UX,2013,Role-Playing,Namco Bandai Games
8082,Test Drive Off-Road Wide Open,2001,Racing,Infogrames
8083,Guilty Gear Xrd: Sign,2014,Fighting,Arc System Works
8086,Dengeki Bunko Fighting Climax,2014,Fighting,Sega
8087,Battle Commander: Hachibushu Shura no Heihou,1991,Strategy,Banpresto
8088,Backbreaker,N/A,Sports,Unknown
8089,Odin Sphere: Leifthrasir,2016,Role-Playing,Nippon Ichi Software
8091,Jampack Vol. 1,1996,Misc,Sony Computer Entertainment
8093,Mega Man X: Command Mission,2004,Role-Playing,Capcom
8094,Tokyo Xtreme Racer DRIFT,2003,Racing,Genki
8095,Moon,1997,Adventure,ASCII Entertainment
8099,Disney Friends,2007,Simulation,Disney Interactive Studios
8102,Gokujou Parodius,1994,Shooter,Konami Digital Entertainment
8105,A.C.E.: Another Century's Episode 2,2006,Simulation,Banpresto
8108,Ridge Racer Unbounded,2012,Racing,Namco Bandai Games
8110,Horrid Henry: Missions of Mischief,2010,Adventure,SouthPeak Games
8112,Full Auto 2: Battlelines,2006,Racing,Sega
8113,Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,2000,Sports,Sega
8114,The Adventures of Cookie & Cream,2000,Puzzle,Empire Interactive
8117,Splatterhouse,2010,Action,Namco Bandai Games
8118,MindJack,2011,Shooter,Square Enix
8120,Daigasso! Band Brothers P,2013,Misc,Nintendo
8122,World of Outlaws: Sprint Cars,2010,Racing,THQ
8126,F1 Challenge,1994,Racing,Sega
8128,Shadow Madness,1999,Action,Crave Entertainment
8131,Aliens: Infestation,2011,Action,Sega
8133,The Game of Life / Yahtzee / Payday,2005,Misc,Zoo Digital Publishing
8134,American Chopper 2: Full Throttle,2005,Racing,Zoo Digital Publishing
8138,Heavy Fire: Afghanistan,2011,Shooter,Unknown
8139,Commandos 2: Men of Courage,2002,Strategy,Eidos Interactive
8141,Chuck E. Cheese's Party Games,2010,Misc,UFO Interactive
8143,Pirates: Hunt For Blackbeard's Booty,2008,Adventure,Activision
8145,Godzilla (2015),2014,Action,Namco Bandai Games
8146,Race Pro,2009,Racing,Atari
8147,Atari Anniversary Edition Redux,2000,Misc,Infogrames
8149,Fireblade,2002,Action,Midway Games
8150,Mercury Meltdown Revolution,2007,Action,Ignition Entertainment
8152,WordJong Party,2008,Puzzle,Destineer
8153,Brunswick Circuit Pro Bowling,1998,Sports,THQ
8155,Velvet Assassin,2009,Shooter,DTP Entertainment
8156,Ball Breakers,2000,Action,Take-Two Interactive
8157,Mobile Suit Gundam Seed Destiny: Generation of C.E.,2005,Action,Namco Bandai Games
8158,EyeToy: Groove,2003,Misc,Sony Computer Entertainment
8159,Twisted Metal: Small Brawl,N/A,Action,Unknown
8162,Armored Core: Last Raven,2005,Simulation,505 Games
8164,All Grown Up! Express Yourself,2004,Misc,THQ
8166,K-1 World Grand Prix,2002,Sports,Konami Digital Entertainment
8168,Kidou Senshi Gundam: Senjou no Kizuna Portable,2009,Strategy,Namco Bandai Games
8169,Otomedius Excellent,N/A,Shooter,Unknown
8170,Super Robot Taisen A Portable,2008,Strategy,Namco Bandai Games
8173,Virtua Tennis,2002,Sports,Atari
8174,Tales of the Tempest,2006,Role-Playing,Namco Bandai Games
8175,SimCity Creator (JP sales),2008,Simulation,Electronic Arts
8176,Biohazard: Revival Selection,2011,Action,Capcom
8179,UFC: Sudden Impact,2004,Fighting,Global Star
8180,Shawn Johnson Gymnastics,2010,Sports,Zoo Games
8181,NBA Hoopz,2001,Sports,Midway Games
8186,Nancy Drew: The Hidden Staircase,2008,Adventure,THQ
8187,Brunswick Cosmic Bowling,2010,Sports,GameMill Entertainment
8189,Speedball 2100,2000,Sports,Empire Interactive
8190,LEGO Island 2: The Brickster's Revenge,2001,Adventure,LEGO Media
8193,Fancy Nancy: Tea Party Time!,2010,Adventure,THQ
8194,Backyard Basketball,2004,Sports,Atari
8197,Summon Night 4,2006,Role-Playing,Banpresto
8198,Pro Yaky? Spirits 5,2008,Sports,Konami Digital Entertainment
8204,My French Coach,2007,Misc,Ubisoft
8205,Camp Rock: The Final Jam,2010,Misc,Disney Interactive Studios
8206,NBA Starting Five,N/A,Sports,Unknown
8207,Castlevania Judgment,2008,Fighting,Konami Digital Entertainment
8208,Dead or Alive Paradise,2010,Misc,Ubisoft Annecy
8209,The Suffering: Ties That Bind,2005,Action,Midway Games
8212,EyeToy: Kinetic,2005,Sports,Sony Computer Entertainment
8213,Petz: Horseshoe Ranch,2009,Adventure,Ubisoft
8215,Stormrise,2009,Strategy,Sega
8216,Yu-Gi-Oh! Zexal World Duel Carnival,2013,Misc,Konami Digital Entertainment
8218,Green Lantern: Rise of the Manhunters,2011,Action,Warner Bros. Interactive Entertainment
8219,Monkey Island: Special Edition Collection,2011,Adventure,LucasArts
8220,Broken Sword: Shadows of the Templars - The Director's Cut,2009,Adventure,Ubisoft
8221,The Wild Thornberrys: Animal Adventures,2000,Adventure,Mattel Interactive
8222,MotoGP 10/11,2011,Racing,Capcom
8223,Jikkyou Powerful Pro Baseball 2016,2016,Sports,Konami Digital Entertainment
8224,SEGA Bass Fishing Duel,2002,Sports,Sega
8226,Hyperdimension Neptunia U: Action Unleashed,2014,Action,Idea Factory International
8227,Sports Illustrated for Kids: Baseball,2001,Sports,BAM! Entertainment
8228,Fairytale Fights,2009,Action,Playlogic Game Factory
8229,Mark Davis Pro Bass Challenge,2002,Sports,Natsume
8231,Warriors of Might and Magic,2001,Adventure,3DO
8232,Open Season,2006,Platform,Ubisoft
8234,Back to the Future: The Game,2015,Adventure,Telltale Games
8235,Project Spark,2014,Misc,Microsoft Game Studios
8236,Backyard Sports Football: Rookie Rush,2010,Sports,Atari
8237,Street Fighter: The Movie,1995,Fighting,Acclaim Entertainment
8238,Lost in Blue 3,2007,Adventure,Konami Digital Entertainment
8240,Global Defence Force,2005,Shooter,Essential Games
8241,Rapala Fishing Frenzy 2009,2008,Sports,Activision
8244,SaGa 2: Hihou Densetsu - Goddess of Destiny,2009,Role-Playing,Square Enix
8245,Smash Court Tennis Pro Tournament,2002,Sports,Sony Computer Entertainment
8246,The Cursed Crusade,2011,Action,DTP Entertainment
8247,Super Robot Taisen L,2010,Strategy,Namco Bandai Games
8248,The Grim Adventures of Billy & Mandy,2006,Action,Midway Games
8249,NBA Inside Drive 2004,2003,Sports,Microsoft Game Studios
8250,The King of Fighters '97,1998,Fighting,SNK
8252,Cabela's Big Game Hunter: Hunting Party,2011,Sports,Activision
8253,Time Commando,1996,Action,Adeline Software
8254,Professional Fisherman's Tour: Northern Hemisphere,2007,Sports,505 Games
8256,Kekkaishi: Karasumori Ayakashi Kidan,2007,Action,Namco Bandai Games
8257,Gretzky NHL 2005,2004,Sports,Sony Computer Entertainment
8260,NCAA Football 09 All-Play,2008,Sports,Electronic Arts
8263,The Secret World,2012,Role-Playing,Funcom
8264,NHL 2K9,2008,Sports,Take-Two Interactive
8268,PlayStation Move Heroes,2011,Platform,Sony Computer Entertainment
8269,The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,2012,Action,Namco Bandai Games
8271,ESPN Final Round Golf 2002,2001,Sports,Konami Digital Entertainment
8272,MDK2 Armageddon,2001,Shooter,Virgin Interactive
8273,Exhibition Volume 02,2003,Misc,Microsoft Game Studios
8274,Watchmen: The End is Nigh - The Complete Experience,2009,Action,Warner Bros. Interactive Entertainment
8276,Sudoku Gridmaster,2006,Puzzle,Nintendo
8277,Disney's Atlantis: The Lost Empire,2001,Platform,Sony Computer Entertainment
8278,Power Pro Kun Pocket,1999,Sports,Konami Digital Entertainment
8280,Tamagotchi no Narikiri Challenge,2010,Action,Namco Bandai Games
8283,Space Battleship Yamato: Harukanaru Hoshi Iscandar,1999,Strategy,Namco Bandai Games
8284,Sound Novel Evolution 1: Otogirisou Sosei-Hen,1999,Adventure,ChunSoft
8285,Dementium: The Ward,2007,Shooter,SouthPeak Games
8289,MX World Tour Featuring Jamie Little,2005,Racing,Play It
8290,Goblin Commander: Unleash the Horde,2003,Strategy,Jaleco
8291,Hello Kitty: Happy Party Pals,2005,Misc,THQ
8292,Ringling Bros. and Barnum & Bailey: Circus Friends,2009,Action,Take-Two Interactive
8294,World Destruction League: Thunder Tanks,2000,Action,3DO
8295,Shin Megami Tensei IV: Final,2016,Role-Playing,Deep Silver
8296,Age of Empires III: Complete Collection,2009,Strategy,Microsoft Game Studios
8297,Finding Nemo: Escape to the Big Blue,2006,Action,THQ
8298,Backyard Baseball '10,2009,Sports,Atari
8299,Resident Evil Director's Cut: Dual Shock Edition,1997,Action,Capcom
8301,Top Spin 2,2006,Sports,Take-Two Interactive
8302,N3 II: Ninety-Nine Nights,2010,Action,Microsoft Game Studios
8304,RoadKill,2003,Action,Midway Games
8305,Hanjuku Eiyuu Tai 3D,2003,Role-Playing,Square Enix
8306,.hack//G.U. Vol.3//Redemption,2007,Role-Playing,Namco Bandai Games
8308,Super Robot Taisen Compact 2 Dai-1-Bu,2000,Strategy,Namco Bandai Games
8310,Tak: The Great Juju Challenge,2005,Platform,THQ
8311,Macross Ultimate Frontier,2009,Action,Namco Bandai Games
8313,Jillian Michaels Fitness Ultimatum 2011,2010,Sports,D3Publisher
8314,Pursuit Force: Extreme Justice,2007,Action,Sony Computer Entertainment
8316,Hunter: The Reckoning Redeemer,2003,Action,Interplay
8320,Tokyo Xtreme Racer,1999,Racing,Genki
8321,Fighter Maker,1998,Fighting,Agetec
8323,Backyard NFL Football '10,2009,Sports,Atari
8324,Professor Heinz Wolff's Gravity,2008,Puzzle,Deep Silver
8325,Thief: Deadly Shadows,2004,Action,Eidos Interactive
8326,Buzz! Brain of the UK,2009,Misc,Sony Computer Entertainment
8327,NBA 09: The Inside,2008,Sports,Sony Computer Entertainment
8328,Transformers: Prime,2012,Action,Activision
8332,Dragon Ball GT: Game Boy Advance Video Volume 1,2004,Misc,N/A
8333,Luxor 3,2008,Puzzle,Mumbo Jumbo
8334,Bratz Kidz,2008,Misc,Game Factory
8336,James Cameron's Dark Angel,N/A,Action,Universal Interactive
8338,Mahjong Fight Club,2004,Misc,Konami Digital Entertainment
8339,World Driver Championship,1999,Racing,Midway Games
8340,Bomberman 64: The Second Attack!,1999,Adventure,Hudson Soft
8341,Turok 3: Shadow of Oblivion,2000,Shooter,Acclaim Entertainment
8343,Codename: Kids Next Door: Game Boy Advance Video Volume 1,2004,Misc,N/A
8344,Zoo Hospital,2008,Simulation,Majesco Entertainment
8345,Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,2004,Misc,Nintendo
8346,Time and Eternity,2012,Role-Playing,Nippon Ichi Software
8348,Gundam Assault Survive,2010,Action,Namco Bandai Games
8350,Fate/Stay Night [Réalta Nua],2007,Adventure,Kadokawa Shoten
8351,Disney's Home on the Range,2004,Action,Disney Interactive Studios
8352,Sid Meier's Civilization IV,2005,Strategy,Take-Two Interactive
8354,Space Griffon VF-9,1995,Role-Playing,Panther Software
8355,Family Feud Decades,2010,Misc,Ubisoft
8356,NBA Live 16,2015,Sports,Electronic Arts
8358,Solitaire Overload Plus,2010,Misc,Telegames
8359,.hack//G.U. Vol.1//Rebirth,2006,Role-Playing,Namco Bandai Games
8360,Gyakuten Saiban 3,2004,Adventure,Capcom
8361,Tak: Mojo Mistake,2008,Action,THQ
8362,Gallop Racer 2001,2001,Sports,Tecmo Koei
8363,Nightmare Creatures II,2000,Action,Konami Digital Entertainment
8364,Marble Saga: Kororinpa,2009,Puzzle,Konami Digital Entertainment
8365,Fuzion Frenzy 2,2007,Misc,Microsoft Game Studios
8366,Catwoman,2004,Action,Electronic Arts
8368,Country Dance: All Stars,2012,Action,GameMill Entertainment
8369,Garfield: Lasagna World Tour,2007,Action,Blast! Entertainment Ltd
8370,Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,2004,Misc,N/A
8372,Bomberman Land,2007,Misc,Rising Star Games
8373,Bomberman B-Daman,1996,Shooter,Hudson Soft
8374,Terminator 3: The Redemption,2004,Shooter,Atari
8376,Beat Down: Fists of Vengeance,2005,Action,Capcom
8377,Reloaded,1996,Action,Gremlin Interactive Ltd
8378,Sword of the Samurai,N/A,Fighting,Ubisoft
8379,MotoGP 15,2015,Racing,Milestone S.r.l.
8384,Naruto Shippuden: Ultimate Ninja 5,2007,Fighting,Namco Bandai Games
8385,Shrek Extra Large,2002,Platform,TDK Mediactive
8387,World Tour Soccer 2006,2004,Sports,Sony Computer Entertainment
8388,Gunvalkyrie,2002,Shooter,Infogrames
8390,VR Golf '97,1996,Sports,Gremlin Interactive Ltd
8391,Michael Jackson: The Experience 3D,2011,Misc,Ubisoft
8393,Digimon Story: Cyber Sleuth,2015,Role-Playing,Namco Bandai Games
8394,Off-World Interceptor Extreme,1995,Racing,Crystal Dynamics
8396,Disney Golf,2002,Sports,Electronic Arts
8398,Custom Robo Arena,2006,Fighting,Nintendo
8399,Clock Tower II: The Struggle Within,1998,Adventure,Human Entertainment
8400,Batman Beyond: Return of the Joker,2000,Action,Ubisoft
8403,Mega Man Network Transmission,2003,Platform,Capcom
8404,I'm A Celebrity: Get Me Out of Here!,2009,Misc,Mindscape
8405,Pursuit Force,2005,Racing,Sony Computer Entertainment
8406,Densetsu no Stafi 4,2006,Platform,Nintendo
8407,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),2008,Role-Playing,Atlus
8408,Naval Assault: The Killing Tide,2010,Simulation,505 Games
8409,Tokimeki Memorial: Private Collection,1996,Misc,Konami Digital Entertainment
8410,RC Revenge Pro,2000,Racing,Acclaim Entertainment
8412,Hellboy: The Science of Evil,2008,Action,Konami Digital Entertainment
8414,Zoo Keeper,2004,Puzzle,Ignition Entertainment
8417,Far East of Eden II: Manji Maru,2003,Role-Playing,Hudson Soft
8418,Lost Kingdoms,2002,Role-Playing,Activision
8419,WRC 2: FIA World Rally Championship,2011,Racing,Ubisoft
8420,Blood Bowl,2009,Sports,Focus Home Interactive
8421,Matchbox Cross Town Heroes,2002,Racing,THQ
8422,Wolfenstein 3D,2002,Shooter,BAM! Entertainment
8423,Nobunaga no Yabou: Tenshoki,1996,Strategy,Tecmo Koei
8424,Learning to Spell,2010,Misc,505 Games
8425,"Go, Diego, Go! Safari Rescue",2007,Adventure,Take-Two Interactive
8426,Super Power League,1993,Sports,Hudson Soft
8427,Easy Piano,2009,Misc,Game Life
8432,Sumikko Gurashi: Koko ga Ochitsukundesu,2014,Action,Nippon Columbia
8433,NASCAR '15,2015,Sports,Deep Silver
8434,TransFormers Animated: The Game,2008,Action,Activision
8436,Sega Superstars,2004,Misc,Sega
8439,Mousetrap / Operation / Simon,2005,Misc,DSI Games
8440,Klonoa,2008,Platform,Namco Bandai Games
8443,Spyro: Shadow Legacy,2005,Action,Vivendi Games
8445,Wildstar,2014,Role-Playing,NCSoft
8446,Dragon Ball: Fusions,2016,Role-Playing,Namco Bandai Games
8448,TOEIC Test Training DS,2007,Misc,IE Institute
8449,Jikkyou Powerful Pro Yakyuu 2014,2014,Sports,Konami Digital Entertainment
8451,Itoi Shigesato no Bass Tsuri No. 1,1997,Sports,Nintendo
8452,Cubivore: Survival of the Fittest,2002,Adventure,Nintendo
8453,The Sims 3: Seasons,2012,Simulation,Electronic Arts
8456,Project X Zone 2: Brave New World,2015,Role-Playing,Namco Bandai Games
8459,Mr. Do!'s Castle,1983,Action,Parker Bros.
8460,Death Trap,1982,Action,Avalon Interactive
8461,Armor Ambush,1981,Action,Mattel Interactive
8464,Hyperdimension Neptunia Victory,2012,Role-Playing,Compile Heart
8465,Taz Wanted,2002,Platform,Atari
8466,Mobile Suit Gundam: Extreme VS Force,2015,Action,Namco Bandai Games
8469,Phantasy Star Online 2,2013,Role-Playing,Sega
8470,Vehicular Combat League presents Motor Mayhem,2001,Racing,Atari
8471,PoPoLoCrois: Hajimari no Bouken,2002,Role-Playing,Sony Computer Entertainment
8472,Star Wars: Super Bombad Racing,2001,Racing,LucasArts
8473,Hamster Heroes,2008,Puzzle,Popcorn Arcade
8475,Ar Nosurge: Ode to an Unborn Star,2014,Role-Playing,Tecmo Koei
8477,Leisure Suit Larry: Box Office Bust,2009,Adventure,Codemasters
8478,Alien Resurrection,2000,Shooter,Fox Interactive
8479,World Tour Soccer 2005,2004,Sports,Sony Computer Entertainment
8480,Dungeon Siege: Throne of Agony,2006,Role-Playing,Take-Two Interactive
8481,Spider-Man: Web of Shadows - Amazing Allies Edition,2008,Action,Activision
8484,Gunslingers,2010,Shooter,Neko Entertainment
8486,Lufia: Curse of the Sinistrals,2010,Role-Playing,Square Enix
8488,ESPN College Hoops,2003,Sports,Sega
8489,Thor: God of Thunder,2011,Action,Sega
8490,F1 Championship Season 2000,2000,Racing,Electronic Arts
8491,Guilty Gear Judgment,2006,Fighting,Majesco Entertainment
8492,Pen 1 Grand Prix: Penguin no Mondai Special,2009,Fighting,Konami Digital Entertainment
8494,Around the World in 80 Days,2010,Action,PlayV
8496,True Swing Golf,2005,Sports,Nintendo
8497,Zapper: One Wicked Cricket!,2002,Platform,Infogrames
8500,Kya: Dark Lineage,2003,Adventure,Atari
8502,Curious George,2006,Action,Namco Bandai Games
8504,Medieval Games,2009,Action,Vir2L Studios
8505,Stronghold 3,2011,Strategy,N/A
8507,Kid Adventures: Sky Captain,2010,Action,Unknown
8508,Lethal Skies II,2003,Simulation,Sammy Corporation
8509,Doctor Lautrec and the Forgotten Knights,2011,Adventure,Konami Digital Entertainment
8510,Disney's American Dragon Jake Long: Attack of the Dark Dragon,2006,Action,Disney Interactive Studios
8511,Godzilla Unleashed,2007,Fighting,Atari
8512,Kamaitachi no Yoru × 3,2006,Adventure,Sega
8513,Tom and Jerry: Infurnal Escape,2003,Action,Ubisoft
8514,The Legend of Heroes VII: The Trail of Zero,2010,Role-Playing,Falcom Corporation
8516,King's Field,1995,Role-Playing,Sony Computer Entertainment
8517,Hannah Montana: Rock Out the Show,2009,Misc,Disney Interactive Studios
8518,Let's Ride: Sunshine Stables,2005,Sports,DTP Entertainment
8519,World Stadium 4,2000,Sports,Namco Bandai Games
8522,San Goku Shi Taisen DS,2007,Strategy,Sega
8523,Kawa no Nushi Tsuri,1998,Sports,Victor Interactive
8524,N2O: Nitrous Oxide,1998,Racing,Gremlin Interactive Ltd
8525,Magic: The Gathering - Battlegrounds,2003,Strategy,Atari
8526,Heroes over Europe,2009,Simulation,Ubisoft
8530,Bladestorm: Nightmare,2015,Action,Tecmo Koei
8531,Otogirisou,1992,Adventure,ChunSoft
8532,SD Gundam G Generation 3D,2011,Role-Playing,Namco Bandai Games
8534,Grease Dance,2011,Misc,505 Games
8535,Ready 2 Rumble Revolution,2009,Sports,Atari
8536,My Baby 3 & Friends,2010,Simulation,Majesco Entertainment
8537,NASCAR '14,2014,Racing,Deep Silver
8539,Midway Arcade Treasures 3,2005,Misc,Midway Games
8540,Dr. Muto,2002,Platform,Midway Games
8542,Puzzle Quest: Galactrix,2009,Puzzle,D3Publisher
8543,DS Rakubiki Jiten,2005,Misc,Nintendo
8544,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,2005,Adventure,Activision
8545,Fatal Frame II: Crimson Butterfly,2003,Action,Ubisoft
8547,Dewy's Adventure,2007,Platform,Konami Digital Entertainment
8548,Shadow Man: 2econd Coming,2002,Adventure,Acclaim Entertainment
8549,Yu-Gi-Oh! 5D's Tag Force 6,2011,Strategy,Konami Digital Entertainment
8552,Wakeboarding Unleashed Featuring Shaun Murray,2003,Sports,Activision
8554,Jikkyou Powerful Pro Yakyuu 3 '97 Haru,1997,Sports,Konami Digital Entertainment
8555,Alone in the Dark: The New Nightmare,N/A,Adventure,Infogrames
8557,Flushed Away,2006,Platform,D3Publisher
8558,Eragon,2006,Action,Vivendi Games
8559,Scarface: Money. Power. Respect.,2006,Strategy,Vivendi Games
8560,Summon Night EX-Thesis: Yoake no Tsubasa,2005,Role-Playing,Banpresto
8561,Pro Yaky? Spirits 3,2006,Sports,Konami Digital Entertainment
8562,Silent Scope 3,2002,Shooter,Konami Digital Entertainment
8563,World Series of Poker: Tournament of Champions 2007 Edition,2006,Misc,Activision
8565,Namco Classic Fighter Collection,2008,Fighting,Namco Bandai Games
8566,International Superstar Soccer Deluxe,1995,Sports,Konami Digital Entertainment
8568,Intellivision Lives!,2003,Misc,Play It
8569,Field Commander,2006,Strategy,Sony Online Entertainment
8571,Little League World Series Baseball 2009,2009,Sports,Activision
8572,The King of Fighters XII,2009,Fighting,Ignition Entertainment
8573,Doctor Who: Evacuation Earth,2010,Adventure,Asylum Entertainment
8575,Ener-G: Dance Squad,2008,Sports,Ubisoft
8576,Our House,2009,Strategy,Majesco Entertainment
8577,SimEarth: The Living Planet,1991,Simulation,Imagineer
8579,Sengoku Basara: Chronicle Heroes,2011,Action,Capcom
8581,The Wild Thornberrys: Chimp Chase,2001,Action,THQ
8582,Power Stakes,1997,Sports,Aques
8583,Fighters Destiny,1998,Fighting,Ocean
8584,Asteroids Hyper 64,1999,Shooter,Crave Entertainment
8586,Jikkyou Powerful Pro Yakyuu Basic-han 2001,2001,Sports,Konami Digital Entertainment
8587,Tom and Jerry in Fists of Furry,2000,Fighting,Ubisoft
8590,Starcraft 64,2000,Strategy,Nintendo
8591,Destruction Derby 64,1999,Racing,THQ
8592,Buck Bumble,1998,Action,Ubisoft
8593,California Speed,1999,Misc,Midway Games
8594,Wonder Project J2: Koruro no Mori no Josette,1996,Simulation,Enix Corporation
8595,Culdcept SAGA,2006,Role-Playing,Namco Bandai Games
8596,Take A Break's: Puzzle Master,2009,Puzzle,Ubisoft
8597,Dragon Ball: Origins 2,2010,Action,Namco Bandai Games
8598,Minna no DS Seminar: Kanpeki Kanji Ryoku,2006,Misc,TDK Core
8599,Innocent Life: A Futuristic Harvest Moon,2006,Simulation,Rising Star Games
8601,Macross Ace Frontier,2008,Simulation,Namco Bandai Games
8602,Black & Bruised,2003,Fighting,Vivendi Games
8603,Sherlock Holmes vs. Jack the Ripper,2009,Adventure,Focus Home Interactive
8604,.hack//G.U. Vol.2//Reminisce (jp sales),2006,Role-Playing,Namco Bandai Games
8608,Scripps Spelling Bee,2010,Simulation,THQ
8610,Ener-G Horse Riders,2008,Sports,Ubisoft
8611,Time Hollow,2008,Adventure,Konami Digital Entertainment
8613,Rudolph the Red-Nosed Reindeer,2010,Action,Crave Entertainment
8614,Shinobido 2: Tales of the Ninja,2011,Action,Sony Computer Entertainment
8615,SpongeBob's Truth or Square,2009,Action,THQ
8616,Ghost in the Shell: Stand Alone Complex,2004,Adventure,Namco Bandai Games
8617,Rondo of Swords (US sales),2007,Role-Playing,Success
8619,Battle Soccer: Field no Hasha,1992,Sports,Banpresto
8622,Vegas Party,N/A,Misc,Unknown
8623,Amped 3,2005,Sports,Take-Two Interactive
8624,Family Party: 30 Great Games Outdoor Fun,2009,Misc,D3Publisher
8625,FlatOut 2,2006,Racing,Empire Interactive
8626,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,2006,Fighting,Atari
8627,FIFA Soccer 96,1995,Sports,Electronic Arts
8628,Burger Island,2008,Action,Destineer
8632,Just Dance: Disney Party,2012,Misc,Ubisoft
8635,J-League Jikkyou Winning Eleven 2000,2000,Sports,Konami Digital Entertainment
8636,Eve: The Lost One,1998,Adventure,Imagineer
8637,Chessmaster: The Art of Learning,2007,Misc,Ubisoft
8638,Yu-Gi-Oh! 5D's: Duel Transer,2010,Strategy,Konami Digital Entertainment
8640,Konami Krazy Racers,2001,Racing,Konami Digital Entertainment
8641,Saturday Night Slam Masters,1994,Fighting,Capcom
8642,Blitz: The League II,2008,Sports,Midway Games
8643,F-Zero: GP Legend,2003,Racing,Nintendo
8644,Racing Lagoon,1999,Racing,Square
8645,Victorious: Hollywood Arts Debut,2011,Misc,D3Publisher
8646,Mr. Driller 2,2001,Puzzle,Namco Bandai Games
8647,Just Sing!,2009,Misc,DTP Entertainment
8649,Dragon's Lair Trilogy,2010,Adventure,Destineer
8650,Trivial Pursuit: Bet You Know It,2011,Misc,Electronic Arts
8651,Imagine: Ice Champions,2007,Sports,Spike
8652,J-League Pro Soccer Club o Tsukurou! 6: Pride of J,2009,Sports,Sega
8653,Nicktoons: MLB,2011,Sports,Take-Two Interactive
8655,Left Brain Right Brain: Use Both Hands Train Both Sides,2007,Misc,505 Games
8657,Power Rangers Double Pack,2005,Action,THQ
